pax_reserva;pax_reserva_menor;pax_real;dia_reserva;id_visita;dia_visita;hora_visita;id_idioma_visita;id_origen_reserva;realitzat
1;0;1;29/11/2021;1;2/15/2022;100000;1;5;0
3;0;3;29/11/2021;2;12/03/2021;160000;1;5;1
5;0;5;29/11/2021;1;12/06/2021;100000;1;5;1
2;0;2;29/11/2021;1;12/06/2021;100000;1;5;0
2;0;2;29/11/2021;1;12/03/2021;163000;1;5;1
2;0;2;29/11/2021;1;12/21/2021;100000;1;5;0
4;0;4;29/11/2021;3;12/12/2021;110000;1;5;1
3;0;3;29/11/2021;1;12/03/2021;100000;1;5;0
2;0;2;29/11/2021;1;12/05/2021;163000;1;5;1
5;0;5;29/11/2021;1;12/05/2021;100000;1;5;1
2;0;2;29/11/2021;1;12/18/2021;100000;1;5;0
3;0;3;29/11/2021;1;12/03/2021;100000;1;5;1
4;0;4;29/11/2021;1;12/05/2021;163000;1;5;1
3;0;3;29/11/2021;1;12/05/2021;163000;1;5;1
3;0;3;29/11/2021;1;12/05/2021;163000;1;5;1
2;0;2;29/11/2021;1;12/19/2021;100000;1;5;1
2;0;2;29/11/2021;1;12/17/2021;163000;1;5;1
2;0;2;29/11/2021;2;12/18/2021;160000;1;5;0
2;0;2;29/11/2021;1;12/18/2021;100000;1;5;0
2;0;2;29/11/2021;1;12/05/2021;100000;1;5;1
2;0;2;29/11/2021;1;12/16/2021;100000;1;5;1
3;0;3;30/11/2021;1;12/11/2021;100000;1;5;0
3;0;3;30/11/2021;2;12/12/2021;160000;1;5;0
3;0;3;30/11/2021;1;12/06/2021;100000;1;5;1
3;0;3;30/11/2021;3;12/15/2021;110000;1;5;0
3;0;3;30/11/2021;2;12/07/2021;160000;1;5;0
3;0;3;30/11/2021;2;12/09/2021;160000;2;5;0
1;0;1;30/11/2021;1;12/17/2021;100000;1;5;1
1;0;1;30/11/2021;1;04/10/2022;100000;1;5;0
1;0;1;30/11/2021;3;4/20/2022;110000;1;5;0
1;0;1;30/11/2021;2;12/03/2021;160000;1;5;0
4;0;4;30/11/2021;1;12/13/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/05/2021;100000;1;5;1
4;0;4;30/11/2021;1;12/04/2021;100000;1;5;1
3;2;3;30/11/2021;1;12/07/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/05/2021;100000;1;5;1
3;0;3;30/11/2021;3;12/05/2021;110000;1;5;1
3;0;3;30/11/2021;1;12/06/2021;130000;1;5;1
;;2;0;2;11/30/2021;1;12/02/2021;100000;1
4;0;4;30/11/2021;1;12/06/2021;100000;1;4;0
6;0;6;30/11/2021;2;12/05/2021;160000;1;2;0
3;0;3;30/11/2021;2;12/05/2021;160000;1;2;0
4;0;4;30/11/2021;1;12/05/2021;100000;1;2;1
1;0;1;30/11/2021;2;12/04/2021;160000;1;2;1
4;0;4;30/11/2021;1;12/04/2021;100000;1;4;1
2;0;2;30/11/2021;2;12/04/2021;160000;1;4;0
6;0;6;30/11/2021;1;12/05/2021;100000;1;2;1
1;0;1;30/11/2021;1;12/02/2021;100000;1;5;1
5;0;4;30/11/2021;1;03/12/2022;100000;1;5;0
2;0;2;30/11/2021;1;12/05/2021;100000;1;5;1
1;0;1;30/11/2021;1;12/19/2021;103000;2;5;0
4;0;4;30/11/2021;1;12/04/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/05/2021;100000;1;5;1
1;0;1;30/11/2021;2;12/03/2021;160000;1;5;0
1;0;1;30/11/2021;3;12/04/2021;110000;1;5;0
1;0;1;30/11/2021;1;12/03/2021;100000;1;5;0
2;0;2;30/11/2021;1;12/11/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/06/2021;130000;1;5;1
5;0;4;30/11/2021;1;12/07/2021;100000;1;5;1
1;0;1;30/11/2021;1;12/14/2021;100000;1;5;0
1;0;1;30/11/2021;1;12/26/2021;100000;1;5;0
2;0;2;30/11/2021;1;12/08/2021;100000;1;5;1
6;0;5;30/11/2021;2;12/07/2021;160000;1;5;1
1;0;1;30/11/2021;1;12/03/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/02/2021;163000;1;5;1
1;0;1;30/11/2021;3;12/04/2021;110000;1;5;1
1;0;1;30/11/2021;1;01/02/2022;103000;2;5;0
2;0;2;30/11/2021;1;12/09/2021;163000;1;5;0
2;0;2;30/11/2021;1;12/05/2021;103000;2;2;0
2;0;2;30/11/2021;1;12/05/2021;163000;1;5;1
2;0;2;30/11/2021;1;12/04/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/02/2021;163000;1;2;1
1;0;1;30/11/2021;1;12/02/2021;100000;1;2;1
2;0;2;30/11/2021;1;12/04/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/04/2021;100000;1;5;1
2;0;2;30/11/2021;2;12/09/2021;160000;1;5;1
2;0;2;30/11/2021;1;12/29/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/05/2021;100000;1;5;1
2;0;1;30/11/2021;1;12/02/2021;163000;1;5;1
2;0;2;30/11/2021;1;12/05/2021;100000;1;5;0
2;0;2;30/11/2021;1;12/04/2021;100000;1;5;1
4;0;4;30/11/2021;2;12/08/2021;160000;1;5;1
4;0;4;30/11/2021;1;12/06/2021;100000;1;5;1
4;0;4;30/11/2021;1;12/05/2021;163000;1;5;0
1;0;1;30/11/2021;2;12/08/2021;160000;1;5;0
1;0;1;30/11/2021;1;12/09/2021;163000;1;5;0
3;0;3;30/11/2021;2;12/03/2021;160000;1;2;1
6;0;6;30/11/2021;2;12/05/2021;160000;1;2;1
3;0;3;30/11/2021;2;12/06/2021;160000;1;2;1
1;0;1;30/11/2021;3;12/05/2021;110000;1;2;0
6;0;6;30/11/2021;1;12/05/2021;100000;1;5;0
4;0;4;30/11/2021;1;12/05/2021;100000;1;5;1
4;0;4;30/11/2021;1;12/06/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/10/2021;163000;1;5;1
2;0;2;30/11/2021;1;12/08/2021;100000;1;5;0
1;0;1;30/11/2021;1;12/06/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/11/2021;100000;1;5;0
4;0;2;30/11/2021;1;12/03/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/02/2021;100000;1;5;1
3;0;3;30/11/2021;1;12/04/2021;100000;1;5;1
2;0;2;30/11/2021;1;02/07/2022;100000;1;4;1
2;0;2;30/11/2021;1;12/07/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/05/2021;163000;1;5;1
2;0;2;30/11/2021;1;12/05/2021;100000;1;2;0
1;0;1;30/11/2021;1;01/03/2022;100000;1;5;0
2;0;2;30/11/2021;1;12/07/2021;100000;1;5;1
4;0;4;30/11/2021;1;12/03/2021;163000;1;5;1
2;0;2;30/11/2021;1;12/04/2021;163000;1;2;0
1;0;1;30/11/2021;2;12/02/2021;160000;2;4;0
2;0;2;30/11/2021;3;12/08/2021;110000;1;1;0
2;0;2;30/11/2021;1;02/07/2022;100000;1;4;1
3;0;3;30/11/2021;1;12/05/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/08/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/13/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/05/2021;100000;1;5;1
6;0;5;30/11/2021;1;12/06/2021;100000;1;5;1
1;0;1;30/11/2021;1;12/05/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/06/2021;100000;1;5;1
3;0;3;30/11/2021;1;12/19/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/07/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/05/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/05/2021;163000;1;5;1
2;0;2;30/11/2021;1;12/06/2021;130000;1;5;1
2;0;2;30/11/2021;2;12/07/2021;160000;1;5;1
2;0;2;30/11/2021;1;12/05/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/05/2021;100000;1;5;1
2;0;2;30/11/2021;2;12/07/2021;160000;1;5;0
2;0;2;30/11/2021;1;12/04/2021;100000;1;4;1
4;0;4;30/11/2021;1;12/05/2021;100000;1;2;1
2;0;2;30/11/2021;2;12/04/2021;160000;1;4;1
2;0;2;30/11/2021;3;12/08/2021;110000;1;4;1
2;0;2;30/11/2021;2;12/04/2021;160000;1;2;1
2;0;2;30/11/2021;2;12/04/2021;160000;2;4;1
2;0;2;30/11/2021;1;12/08/2021;100000;1;5;0
2;0;2;30/11/2021;1;12/05/2021;163000;1;5;1
2;0;2;30/11/2021;1;01/03/2022;100000;1;5;1
2;0;2;30/11/2021;1;12/05/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/05/2021;163000;1;5;1
2;0;2;30/11/2021;1;12/07/2021;100000;1;5;1
3;0;3;30/11/2021;1;12/05/2021;100000;1;5;1
4;0;4;30/11/2021;1;12/07/2021;100000;1;5;0
4;0;4;30/11/2021;1;12/05/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/06/2021;130000;1;5;1
2;0;2;30/11/2021;2;12/06/2021;160000;1;4;1
2;0;2;30/11/2021;1;12/07/2021;100000;1;5;1
2;0;2;30/11/2021;1;12/04/2021;100000;1;4;1
2;0;2;30/11/2021;1;12/05/2021;100000;1;5;1
3;0;3;30/11/2021;1;12/05/2021;130000;1;5;1
2;0;2;30/11/2021;1;12/05/2021;100000;1;5;1
2;0;2;01/12/2021;2;12/29/2021;160000;1;5;0
2;0;2;01/12/2021;2;12/07/2021;160000;1;5;1
2;0;2;01/12/2021;2;12/21/2021;160000;1;5;0
2;0;2;01/12/2021;3;12/22/2021;110000;1;5;1
2;0;2;01/12/2021;1;12/02/2021;100000;1;5;1
2;0;2;01/12/2021;1;12/23/2021;100000;1;5;0
6;0;6;01/12/2021;1;12/05/2021;100000;1;5;1
4;0;4;01/12/2021;1;12/07/2021;100000;1;5;1
2;0;2;01/12/2021;1;12/05/2021;130000;1;5;1
2;0;2;01/12/2021;2;12/08/2021;160000;1;5;0
3;0;3;01/12/2021;1;12/05/2021;100000;1;5;1
3;0;3;01/12/2021;2;12/07/2021;160000;1;5;1
2;0;2;01/12/2021;1;12/06/2021;130000;1;5;1
2;0;2;01/12/2021;3;12/08/2021;110000;1;5;1
3;0;3;01/12/2021;2;12/07/2021;160000;1;5;1
2;0;2;01/12/2021;1;12/05/2021;130000;1;5;0
2;0;2;01/12/2021;1;12/05/2021;163000;1;5;1
4;0;4;01/12/2021;2;12/04/2021;160000;1;2;1
1;0;1;01/12/2021;2;12/10/2021;160000;2;2;1
2;0;2;01/12/2021;1;12/05/2021;163000;1;5;1
3;0;3;01/12/2021;2;12/02/2021;160000;1;2;1
1;0;1;01/12/2021;2;12/03/2021;160000;2;4;1
2;0;2;01/12/2021;1;12/02/2021;100000;1;4;0
2;0;2;01/12/2021;1;12/04/2021;163000;1;5;0
4;0;4;01/12/2021;1;12/07/2021;100000;1;5;1
2;0;2;01/12/2021;1;1/29/2022;100000;1;5;1
3;0;3;01/12/2021;1;12/11/2021;163000;1;5;1
2;0;2;01/12/2021;2;12/13/2021;160000;1;5;1
5;0;5;01/12/2021;1;12/06/2021;130000;1;5;1
4;0;2;01/12/2021;1;12/22/2021;103000;2;5;1
2;0;2;01/12/2021;1;12/03/2021;100000;1;5;1
2;0;2;01/12/2021;1;12/05/2021;130000;1;5;1
2;0;2;01/12/2021;1;12/05/2021;163000;1;5;1
2;0;2;01/12/2021;1;12/08/2021;100000;1;5;1
6;0;2;01/12/2021;1;12/07/2021;100000;1;5;1
6;0;6;01/12/2021;2;12/07/2021;160000;1;5;1
3;0;3;01/12/2021;2;12/06/2021;160000;1;2;1
1;0;1;01/12/2021;2;12/03/2021;160000;2;2;1
2;0;2;01/12/2021;2;12/03/2021;160000;1;5;1
3;0;3;01/12/2021;1;12/07/2021;100000;1;5;1
3;0;3;01/12/2021;3;12/04/2021;110000;1;5;1
2;0;2;01/12/2021;1;12/03/2021;163000;1;5;1
4;0;4;01/12/2021;1;12/05/2021;130000;1;5;1
2;0;2;01/12/2021;1;12/06/2021;130000;1;5;1
3;0;3;01/12/2021;1;12/15/2021;100000;1;5;1
2;0;2;01/12/2021;1;12/05/2021;163000;1;5;1
2;0;2;01/12/2021;1;12/03/2021;163000;1;4;1
2;0;2;01/12/2021;2;12/28/2021;160000;1;5;1
6;0;6;01/12/2021;2;12/07/2021;160000;1;5;1
3;0;3;01/12/2021;2;12/16/2021;160000;1;5;1
1;0;1;01/12/2021;1;12/30/2021;163000;1;5;0
3;0;3;01/12/2021;1;12/04/2021;163000;1;5;1
4;0;4;01/12/2021;1;12/04/2021;163000;1;5;1
3;0;3;01/12/2021;2;12/06/2021;160000;1;5;0
3;0;3;01/12/2021;1;12/04/2021;163000;1;5;1
2;0;2;01/12/2021;1;12/02/2021;100000;1;5;0
3;0;3;01/12/2021;2;12/05/2021;160000;1;5;0
2;0;2;01/12/2021;2;12/06/2021;160000;1;5;1
1;0;1;01/12/2021;3;12/03/2021;110000;1;5;0
1;0;1;01/12/2021;1;12/17/2021;163000;1;5;0
2;0;2;01/12/2021;1;12/04/2021;163000;1;5;1
3;0;3;01/12/2021;1;12/02/2021;100000;1;5;0
1;0;1;01/12/2021;1;12/21/2021;100000;1;2;0
1;0;1;01/12/2021;2;12/23/2021;160000;1;2;0
1;0;1;01/12/2021;2;12/02/2021;160000;2;2;1
1;0;1;01/12/2021;2;12/19/2021;160000;1;5;0
2;0;2;01/12/2021;1;12/18/2021;100000;1;5;1
2;0;2;01/12/2021;2;12/07/2021;160000;1;5;0
2;0;2;01/12/2021;1;12/06/2021;130000;1;5;1
2;0;2;01/12/2021;3;12/04/2021;110000;1;5;1
2;0;2;01/12/2021;1;12/02/2021;100000;1;4;0
1;0;1;01/12/2021;2;12/08/2021;160000;1;1;0
1;0;1;01/12/2021;2;12/08/2021;160000;1;1;1
4;0;4;01/12/2021;1;12/04/2021;130000;1;2;1
5;0;5;01/12/2021;1;12/04/2021;163000;1;2;1
2;0;2;01/12/2021;2;12/04/2021;160000;1;2;1
1;0;1;01/12/2021;1;12/23/2021;100000;1;5;0
1;0;1;01/12/2021;2;12/26/2021;160000;1;5;0
2;0;2;01/12/2021;1;12/03/2021;163000;1;5;1
2;0;2;01/12/2021;3;12/04/2021;110000;1;5;1
2;0;2;01/12/2021;1;12/02/2021;100000;1;5;1
2;0;2;01/12/2021;1;12/04/2021;163000;1;5;1
2;0;2;01/12/2021;1;12/03/2021;163000;1;5;1
2;0;2;01/12/2021;1;12/04/2021;163000;1;5;1
3;0;2;01/12/2021;1;12/04/2021;163000;1;5;1
1;0;1;01/12/2021;1;12/02/2021;100000;1;5;1
3;0;3;01/12/2021;1;12/04/2021;163000;1;5;1
1;0;1;01/12/2021;1;12/03/2021;163000;1;5;1
4;0;4;01/12/2021;1;12/02/2021;100000;1;5;1
2;0;2;01/12/2021;1;12/02/2021;100000;1;5;1
4;0;4;01/12/2021;1;12/06/2021;100000;1;5;1
2;0;2;01/12/2021;1;12/05/2021;163000;1;5;1
2;0;2;01/12/2021;1;12/02/2021;163000;1;5;0
4;0;4;01/12/2021;2;12/27/2021;160000;1;2;1
2;0;2;01/12/2021;2;12/06/2021;160000;1;2;1
2;0;2;01/12/2021;1;12/05/2021;163000;1;2;1
2;0;2;01/12/2021;1;12/11/2021;100000;1;5;1
3;0;3;01/12/2021;1;12/24/2021;100000;1;5;1
1;0;1;01/12/2021;1;12/06/2021;130000;1;5;0
4;0;4;01/12/2021;1;12/05/2021;130000;1;5;1
3;0;3;01/12/2021;1;12/06/2021;130000;1;5;0
2;0;2;01/12/2021;1;12/05/2021;163000;1;5;1
2;0;2;01/12/2021;1;12/07/2021;100000;1;5;0
2;0;2;01/12/2021;1;12/04/2021;163000;1;5;1
2;0;2;01/12/2021;1;12/06/2021;100000;1;5;1
1;0;1;01/12/2021;1;12/04/2021;163000;1;5;1
1;0;1;01/12/2021;1;12/04/2021;163000;1;5;1
1;0;1;01/12/2021;3;12/04/2021;110000;1;2;1
2;0;2;01/12/2021;3;12/08/2021;110000;1;2;1
1;0;1;01/12/2021;2;12/06/2021;160000;1;2;0
2;0;2;01/12/2021;1;12/05/2021;163000;1;2;0
4;0;4;01/12/2021;2;12/04/2021;160000;1;2;1
2;0;2;01/12/2021;2;12/04/2021;160000;1;4;0
2;0;2;01/12/2021;1;12/02/2021;103000;2;2;1
2;0;2;01/12/2021;3;12/08/2021;110000;1;5;1
1;0;1;01/12/2021;1;12/03/2021;100000;1;5;1
3;0;3;01/12/2021;1;12/04/2021;163000;1;5;0
1;0;1;01/12/2021;2;12/02/2021;160000;1;5;1
3;0;3;01/12/2021;1;12/05/2021;130000;1;5;1
2;0;2;01/12/2021;1;12/04/2021;163000;1;5;1
1;0;1;01/12/2021;1;12/02/2021;100000;1;5;1
2;0;2;01/12/2021;1;12/05/2021;130000;1;5;1
1;0;1;01/12/2021;1;12/05/2021;130000;1;5;1
4;0;4;01/12/2021;1;12/09/2021;100000;1;5;1
2;0;2;01/12/2021;1;12/17/2021;163000;1;5;1
2;0;2;01/12/2021;3;12/18/2021;110000;1;5;1
1;0;1;01/12/2021;1;01/02/2022;100000;1;5;0
1;0;1;01/12/2021;2;01/03/2022;160000;1;5;0
2;0;2;01/12/2021;1;01/02/2022;100000;1;5;1
1;0;1;01/12/2021;1;12/02/2021;163000;1;4;1
1;0;1;01/12/2021;2;1/23/2022;160000;1;4;0
3;0;3;01/12/2021;2;12/07/2021;160000;1;2;0
2;0;2;01/12/2021;1;12/06/2021;130000;1;5;1
3;0;3;01/12/2021;1;12/06/2021;100000;1;5;1
1;0;1;01/12/2021;1;12/02/2021;100000;1;5;1
2;0;2;01/12/2021;1;12/06/2021;100000;1;5;1
1;0;1;01/12/2021;1;2/18/2022;100000;1;5;0
2;0;2;01/12/2021;1;12/02/2021;100000;1;5;1
2;0;2;01/12/2021;2;12/07/2021;160000;1;5;0
3;0;3;01/12/2021;1;12/07/2021;100000;1;5;1
4;0;4;01/12/2021;2;12/26/2021;160000;1;5;1
2;0;2;01/12/2021;1;12/04/2021;163000;1;5;1
4;0;4;01/12/2021;1;12/06/2021;100000;1;5;1
2;0;2;01/12/2021;1;1/13/2022;100000;1;5;0
2;0;2;01/12/2021;1;12/19/2021;100000;1;5;0
3;0;3;02/12/2021;2;12/04/2021;160000;1;4;1
2;0;2;01/12/2021;1;12/03/2021;100000;1;5;0
2;0;2;01/12/2021;1;12/22/2021;100000;1;5;1
2;0;2;01/12/2021;2;12/03/2021;160000;1;5;1
3;0;3;02/12/2021;1;12/06/2021;100000;1;5;1
4;0;4;02/12/2021;1;12/23/2021;163000;1;5;0
4;0;4;02/12/2021;3;12/24/2021;110000;1;5;0
3;0;3;02/12/2021;3;12/29/2021;110000;1;5;0
2;0;2;02/12/2021;1;12/29/2021;100000;1;5;1
2;0;2;02/12/2021;1;4/22/2022;100000;1;5;0
2;0;2;02/12/2021;1;12/03/2021;163000;1;5;1
3;0;3;02/12/2021;1;12/02/2021;163000;1;5;1
4;0;4;02/12/2021;1;12/07/2021;100000;1;5;0
3;0;3;02/12/2021;1;12/24/2021;100000;1;5;0
5;0;5;02/12/2021;1;12/18/2021;163000;1;5;1
1;0;1;02/12/2021;2;12/02/2021;160000;1;5;1
1;0;1;02/12/2021;1;12/03/2021;100000;1;5;1
2;0;2;02/12/2021;2;12/02/2021;160000;2;2;1
2;0;2;02/12/2021;2;12/03/2021;160000;1;5;1
3;0;3;02/12/2021;2;12/06/2021;160000;1;2;1
2;0;2;02/12/2021;1;12/03/2021;163000;1;4;1
2;0;2;02/12/2021;2;12/03/2021;160000;1;4;1
2;0;2;02/12/2021;2;12/04/2021;160000;1;2;1
2;0;2;02/12/2021;1;12/03/2021;100000;1;2;0
4;0;4;02/12/2021;1;12/06/2021;130000;1;2;1
2;0;2;02/12/2021;1;12/02/2021;163000;1;2;1
1;0;1;02/12/2021;1;12/15/2021;100000;1;5;1
2;0;2;02/12/2021;1;12/06/2021;100000;1;5;1
2;0;2;02/12/2021;2;12/02/2021;160000;1;5;1
2;0;2;02/12/2021;1;12/08/2021;100000;1;5;1
1;0;1;02/12/2021;1;12/02/2021;163000;1;2;0
2;0;2;02/12/2021;2;12/02/2021;160000;1;2;1
2;0;2;02/12/2021;1;12/03/2021;100000;1;5;1
2;0;2;02/12/2021;1;12/07/2021;100000;1;5;1
2;0;2;02/12/2021;1;12/16/2021;163000;1;5;1
4;0;4;02/12/2021;1;12/04/2021;130000;1;5;1
2;0;2;02/12/2021;3;12/03/2021;110000;1;2;1
2;0;2;02/12/2021;1;12/05/2021;103000;2;4;1
2;0;2;02/12/2021;1;12/02/2021;163000;1;2;1
2;0;2;02/12/2021;1;12/06/2021;100000;1;5;1
2;0;2;02/12/2021;1;12/10/2021;163000;1;5;1
2;0;2;02/12/2021;1;12/04/2021;130000;1;5;0
2;0;2;02/12/2021;2;12/11/2021;160000;1;5;0
4;0;4;02/12/2021;1;12/06/2021;100000;1;5;1
3;0;3;02/12/2021;1;12/11/2021;163000;1;5;1
2;0;2;02/12/2021;1;12/10/2021;100000;1;5;1
2;0;2;02/12/2021;1;12/06/2021;100000;1;5;0
2;0;2;02/12/2021;1;12/07/2021;100000;1;5;1
2;0;2;02/12/2021;2;12/02/2021;160000;1;1;1
4;0;4;02/12/2021;2;12/02/2021;160000;1;1;1
1;0;1;02/12/2021;2;12/02/2021;160000;1;1;1
1;0;1;02/12/2021;2;12/02/2021;160000;1;1;1
2;0;2;02/12/2021;3;12/18/2021;110000;1;2;1
2;0;2;02/12/2021;2;12/02/2021;160000;1;1;0
2;0;2;02/12/2021;2;12/02/2021;160000;1;1;1
3;0;3;02/12/2021;1;12/03/2021;100000;1;5;1
2;0;2;02/12/2021;2;12/04/2021;160000;1;4;1
3;0;3;02/12/2021;2;12/05/2021;160000;2;2;1
2;0;2;02/12/2021;2;12/07/2021;160000;1;2;0
2;0;2;02/12/2021;1;12/04/2021;163000;1;5;1
2;0;2;02/12/2021;1;12/24/2021;100000;1;5;1
2;0;2;02/12/2021;1;12/06/2021;100000;1;5;1
4;0;4;02/12/2021;1;12/03/2021;163000;1;5;0
2;0;2;02/12/2021;2;12/07/2021;160000;1;2;0
1;0;1;02/12/2021;2;12/02/2021;160000;1;2;1
2;0;2;02/12/2021;2;12/06/2021;160000;1;2;1
2;0;2;02/12/2021;1;12/02/2021;163000;1;2;0
2;0;2;02/12/2021;1;12/04/2021;163000;1;5;1
3;0;2;02/12/2021;2;12/12/2021;160000;1;5;1
1;0;1;02/12/2021;2;12/03/2021;160000;1;2;0
2;0;2;02/12/2021;1;12/03/2021;100000;1;4;1
2;0;2;02/12/2021;2;12/27/2021;160000;2;2;1
2;0;2;02/12/2021;2;12/03/2021;160000;1;4;0
2;0;2;02/12/2021;1;12/04/2021;163000;1;5;1
1;0;1;02/12/2021;1;12/04/2021;130000;1;5;1
3;0;3;02/12/2021;1;12/03/2021;163000;1;5;1
4;0;4;02/12/2021;1;12/04/2021;163000;1;5;1
2;0;2;02/12/2021;1;12/10/2021;100000;1;5;1
2;0;2;02/12/2021;2;12/02/2021;160000;2;1;1
2;0;2;02/12/2021;2;12/02/2021;160000;2;1;0
3;0;3;02/12/2021;1;12/06/2021;100000;1;5;0
2;0;2;02/12/2021;1;12/18/2021;100000;1;5;0
2;0;2;02/12/2021;1;12/04/2021;100000;1;5;1
2;0;2;02/12/2021;2;12/07/2021;160000;1;4;1
2;0;2;02/12/2021;2;12/03/2021;160000;2;2;1
1;0;1;02/12/2021;3;12/03/2021;110000;1;5;1
1;0;1;02/12/2021;1;12/04/2021;130000;1;5;1
2;0;2;02/12/2021;1;12/03/2021;163000;1;5;1
2;0;2;02/12/2021;1;12/03/2021;163000;1;5;1
3;0;3;02/12/2021;1;12/04/2021;130000;1;2;1
2;0;2;02/12/2021;3;12/04/2021;110000;1;2;1
2;0;2;02/12/2021;2;12/03/2021;160000;2;4;0
2;0;2;02/12/2021;3;12/08/2021;110000;1;2;1
2;0;2;02/12/2021;1;12/04/2021;100000;1;2;1
2;0;2;02/12/2021;1;12/06/2021;130000;1;2;1
2;0;2;02/12/2021;1;12/04/2021;100000;1;2;0
2;0;2;02/12/2021;3;12/08/2021;110000;1;2;1
2;0;2;02/12/2021;2;12/03/2021;160000;1;4;0
2;0;2;02/12/2021;1;12/06/2021;100000;1;2;1
3;0;3;02/12/2021;3;12/03/2021;110000;1;2;1
2;0;2;02/12/2021;2;12/04/2021;160000;1;4;1
3;0;3;02/12/2021;2;12/04/2021;160000;1;2;1
1;0;1;02/12/2021;1;12/06/2021;100000;1;5;0
1;0;1;02/12/2021;1;12/15/2021;100000;1;5;0
2;0;2;02/12/2021;1;12/04/2021;163000;1;5;1
3;0;2;02/12/2021;1;12/06/2021;100000;1;5;1
2;0;2;02/12/2021;1;12/04/2021;163000;1;5;1
2;0;2;02/12/2021;1;12/04/2021;163000;1;5;1
1;0;1;02/12/2021;1;12/03/2021;100000;1;5;1
4;0;4;02/12/2021;1;12/04/2021;163000;1;5;1
2;0;2;02/12/2021;1;12/03/2021;163000;1;5;1
4;0;4;02/12/2021;1;12/06/2021;100000;1;5;1
4;0;4;02/12/2021;1;12/04/2021;100000;1;5;1
2;0;2;02/12/2021;2;12/03/2021;160000;1;5;1
4;0;4;02/12/2021;1;12/04/2021;163000;1;5;1
2;0;2;02/12/2021;1;03/09/2022;100000;1;5;1
3;0;3;02/12/2021;1;12/03/2021;163000;1;5;1
2;0;2;02/12/2021;1;06/06/2022;100000;1;5;1
6;0;6;02/12/2021;1;12/04/2021;100000;1;5;1
3;0;3;02/12/2021;1;12/04/2021;130000;1;5;1
2;0;2;02/12/2021;1;12/08/2021;100000;1;5;1
2;0;2;02/12/2021;1;01/02/2022;100000;1;5;1
3;0;3;02/12/2021;1;12/28/2021;100000;1;5;0
3;0;3;02/12/2021;2;12/07/2021;160000;1;2;0
2;0;2;02/12/2021;1;12/12/2021;100000;1;4;0
5;0;5;02/12/2021;1;12/06/2021;100000;1;2;1
2;0;2;02/12/2021;1;12/03/2021;163000;1;2;1
4;0;4;02/12/2021;1;12/06/2021;100000;1;2;1
2;0;2;02/12/2021;2;12/11/2021;160000;1;5;0
3;0;3;02/12/2021;1;12/07/2021;100000;1;5;1
4;0;4;02/12/2021;1;02/05/2022;100000;1;5;1
2;0;2;02/12/2021;1;12/17/2021;100000;1;5;1
2;0;2;02/12/2021;1;12/04/2021;163000;1;5;1
2;0;2;02/12/2021;1;12/03/2021;163000;1;5;0
1;0;1;02/12/2021;2;12/28/2021;160000;1;5;0
1;0;1;02/12/2021;1;12/26/2021;100000;1;5;0
2;0;2;02/12/2021;1;12/06/2021;100000;1;4;0
2;0;2;02/12/2021;2;12/07/2021;160000;1;2;0
3;0;3;02/12/2021;1;12/08/2021;100000;1;5;1
4;0;4;02/12/2021;3;12/03/2021;110000;1;5;1
2;0;2;02/12/2021;1;12/07/2021;100000;1;5;1
2;0;2;02/12/2021;1;12/04/2021;163000;1;4;1
2;0;2;02/12/2021;1;12/03/2021;100000;1;5;1
4;0;2;02/12/2021;1;12/03/2021;100000;1;5;1
2;0;2;02/12/2021;1;12/07/2021;100000;1;5;0
5;0;5;02/12/2021;1;12/06/2021;130000;1;2;1
2;0;2;02/12/2021;2;12/04/2021;160000;1;4;0
3;0;3;02/12/2021;3;12/03/2021;110000;1;2;1
1;0;1;02/12/2021;1;12/07/2021;100000;1;5;0
4;0;4;02/12/2021;1;12/04/2021;100000;1;5;0
6;0;3;02/12/2021;1;12/08/2021;100000;1;5;1
2;0;2;02/12/2021;1;12/03/2021;100000;1;5;1
3;0;1;02/12/2021;1;12/03/2021;100000;1;5;0
2;0;2;02/12/2021;3;12/04/2021;110000;1;2;1
3;0;3;02/12/2021;2;12/04/2021;160000;1;2;1
