pax_reserva;pax_reserva_menor;pax_real;dia_reserva;id_visita;dia_visita;hora_visita;id_idioma_visita;id_origen_reserva;realitzat
1;0;1;19/02/2022;2;2/19/2022;160000;2;2;1
2;0;2;19/02/2022;1;2/24/2022;163000;1;5;1
1;0;1;19/02/2022;1;2/19/2022;163000;1;2;1
2;0;1;19/02/2022;2;2/19/2022;160000;2;2;1
2;0;2;19/02/2022;1;2/20/2022;100000;1;5;0
2;0;2;19/02/2022;2;2/20/2022;160000;1;5;0
3;0;3;19/02/2022;2;2/19/2022;160000;1;5;1
5;0;3;19/02/2022;2;2/20/2022;160000;1;5;1
2;0;2;19/02/2022;2;2/20/2022;160000;1;5;1
4;1;4;19/02/2022;1;2/25/2022;100000;1;5;1
1;0;1;19/02/2022;2;2/19/2022;160000;1;1;0
2;0;2;19/02/2022;1;2/19/2022;163000;1;2;0
5;0;5;19/02/2022;2;2/19/2022;160000;1;1;1
5;0;5;19/02/2022;1;2/21/2022;100000;1;5;0
2;0;2;19/02/2022;1;03/07/2022;100000;1;5;1
2;0;2;19/02/2022;1;2/20/2022;100000;1;5;1
3;0;3;19/02/2022;1;2/19/2022;163000;1;2;1
2;3;2;19/02/2022;1;2/26/2022;163000;1;5;1
2;0;2;19/02/2022;1;04/10/2022;100000;1;5;1
1;0;1;19/02/2022;1;2/20/2022;100000;1;5;1
2;0;2;19/02/2022;1;2/19/2022;163000;1;2;1
1;0;1;19/02/2022;1;2/20/2022;100000;1;5;1
2;0;2;19/02/2022;1;2/20/2022;100000;1;5;1
2;0;2;19/02/2022;1;03/03/2022;163000;1;5;1
4;0;4;19/02/2022;1;2/20/2022;100000;1;5;1
5;0;5;19/02/2022;1;2/20/2022;100000;1;5;1
2;0;2;19/02/2022;2;2/19/2022;160000;1;2;1
1;0;1;19/02/2022;1;04/02/2022;163000;1;5;0
2;0;2;19/02/2022;1;2/20/2022;100000;1;5;1
2;0;2;19/02/2022;1;2/20/2022;103000;2;5;0
2;1;2;19/02/2022;1;3/17/2022;163000;1;5;1
2;1;2;19/02/2022;2;3/18/2022;160000;1;5;1
1;0;1;19/02/2022;1;2/20/2022;100000;1;5;1
4;0;4;19/02/2022;3;2/20/2022;110000;1;5;1
2;0;2;19/02/2022;1;2/19/2022;163000;1;2;1
6;0;5;19/02/2022;1;2/27/2022;100000;1;5;1
2;0;2;19/02/2022;2;2/19/2022;160000;1;2;0
4;0;4;19/02/2022;2;2/19/2022;160000;1;1;1
1;0;2;19/02/2022;2;2/19/2022;160000;1;1;1
2;0;2;19/02/2022;2;2/19/2022;160000;1;2;1
1;0;3;19/02/2022;1;2/19/2022;163000;1;1;1
4;0;4;19/02/2022;1;2/19/2022;163000;1;1;1
2;0;2;19/02/2022;1;2/20/2022;100000;1;5;1
2;0;2;19/02/2022;1;2/22/2022;100000;1;5;1
2;0;2;19/02/2022;1;03/12/2022;103000;2;5;0
6;0;6;19/02/2022;1;2/26/2022;100000;1;5;0
1;0;1;19/02/2022;3;3/13/2022;110000;1;5;1
1;0;1;19/02/2022;2;3/15/2022;160000;1;5;1
2;0;2;19/02/2022;2;2/20/2022;160000;1;2;0
1;0;1;19/02/2022;1;2/20/2022;103000;2;2;1
2;0;2;19/02/2022;1;3/25/2022;100000;1;2;1
2;0;2;19/02/2022;2;2/20/2022;160000;1;5;0
1;0;1;19/02/2022;2;2/20/2022;160000;1;5;1
2;0;2;19/02/2022;1;2/23/2022;100000;1;5;1
3;1;3;19/02/2022;1;2/25/2022;100000;1;5;1
1;0;1;19/02/2022;3;2/27/2022;110000;1;5;0
2;0;2;19/02/2022;2;2/22/2022;160000;2;5;1
4;0;4;19/02/2022;2;07/06/2022;160000;1;5;1
4;0;4;19/02/2022;1;2/21/2022;100000;1;5;0
4;0;2;19/02/2022;1;2/26/2022;163000;1;2;1
4;0;4;19/02/2022;1;3/17/2022;163000;1;2;0
2;0;2;19/02/2022;1;2/27/2022;100000;1;5;1
3;1;3;19/02/2022;1;2/21/2022;100000;1;5;1
2;0;2;19/02/2022;1;03/10/2022;100000;1;5;1
2;0;2;19/02/2022;1;2/22/2022;100000;1;5;1
3;0;3;19/02/2022;1;2/20/2022;100000;1;5;1
1;0;1;19/02/2022;2;2/20/2022;160000;2;4;1
1;0;1;19/02/2022;3;2/20/2022;110000;1;5;1
2;0;2;19/02/2022;1;2/23/2022;100000;1;5;1
3;0;3;19/02/2022;1;2/21/2022;100000;1;5;0
5;0;5;19/02/2022;1;03/11/2022;163000;1;5;1
2;2;2;19/02/2022;1;04/07/2022;163000;1;5;1
3;0;3;19/02/2022;2;2/27/2022;160000;1;5;1
2;0;2;19/02/2022;1;2/20/2022;100000;1;5;1
2;0;2;19/02/2022;1;2/20/2022;100000;1;5;1
2;0;2;19/02/2022;3;2/20/2022;110000;1;2;1
4;0;4;19/02/2022;2;3/17/2022;160000;1;2;0
4;0;4;19/02/2022;2;2/20/2022;160000;2;2;1
2;0;2;19/02/2022;3;2/20/2022;110000;1;2;0
6;0;6;19/02/2022;2;2/26/2022;160000;1;2;1
2;0;2;19/02/2022;3;2/23/2022;110000;1;5;1
4;0;4;19/02/2022;1;3/26/2022;100000;1;5;1
2;0;2;19/02/2022;1;5/14/2022;100000;1;5;1
4;0;4;19/02/2022;3;3/27/2022;110000;1;5;0
2;0;2;19/02/2022;2;5/14/2022;160000;1;5;1
1;0;1;19/02/2022;1;03/09/2022;100000;1;5;0
1;0;1;19/02/2022;2;03/11/2022;160000;1;5;0
3;1;3;19/02/2022;2;2/27/2022;160000;1;5;1
2;0;2;19/02/2022;2;05/06/2022;160000;1;5;1
3;0;3;19/02/2022;1;2/24/2022;163000;1;5;1
3;0;3;19/02/2022;2;2/25/2022;160000;1;5;1
2;2;2;19/02/2022;1;2/20/2022;103000;2;5;1
1;0;1;19/02/2022;3;2/20/2022;110000;1;5;1
2;0;2;19/02/2022;2;2/20/2022;160000;1;2;1
3;0;2;19/02/2022;3;2/20/2022;110000;1;2;1
1;0;1;19/02/2022;1;2/20/2022;100000;1;2;1
1;0;1;19/02/2022;2;2/20/2022;160000;2;2;1
3;0;3;20/02/2022;3;2/20/2022;110000;1;2;1
2;0;2;19/02/2022;1;5/25/2022;100000;1;5;0
3;3;3;19/02/2022;1;2/20/2022;100000;1;5;0
3;3;3;19/02/2022;2;2/20/2022;160000;1;5;0
2;0;2;19/02/2022;1;8/22/2022;163000;1;5;1
1;0;1;19/02/2022;1;04/06/2022;100000;1;5;1
4;0;4;19/02/2022;1;2/20/2022;100000;1;5;1
2;0;2;19/02/2022;1;2/20/2022;100000;1;5;1
2;0;2;19/02/2022;1;03/12/2022;100000;1;5;0
4;0;4;19/02/2022;3;5/25/2022;110000;1;5;1
4;0;4;19/02/2022;2;5/25/2022;160000;1;5;0
4;0;4;19/02/2022;1;5/26/2022;100000;1;5;1
1;0;1;19/02/2022;1;2/21/2022;100000;1;5;1
2;0;2;19/02/2022;1;2/21/2022;100000;1;5;1
1;0;1;19/02/2022;3;2/23/2022;110000;1;5;0
2;0;2;20/02/2022;3;3/19/2022;110000;1;5;1
2;0;2;20/02/2022;1;4/14/2022;163000;1;5;1
4;0;4;20/02/2022;1;4/17/2022;100000;1;5;1
4;0;4;20/02/2022;2;4/18/2022;160000;1;5;1
1;0;1;20/02/2022;1;05/04/2022;100000;1;5;0
1;0;1;20/02/2022;2;05/04/2022;160000;1;5;0
2;2;2;20/02/2022;1;2/22/2022;100000;1;5;1
1;0;1;20/02/2022;2;2/24/2022;160000;1;5;0
1;0;1;20/02/2022;1;3/23/2022;100000;1;5;0
2;0;2;20/02/2022;1;2/21/2022;100000;1;5;1
2;0;2;20/02/2022;1;2/21/2022;100000;1;5;1
4;0;4;20/02/2022;1;2/23/2022;100000;1;5;1
2;0;2;20/02/2022;1;2/21/2022;100000;1;5;1
6;0;6;20/02/2022;2;2/27/2022;160000;1;4;1
2;0;2;20/02/2022;2;04/07/2022;160000;1;2;1
1;0;5;20/02/2022;1;2/20/2022;100000;1;7;1
2;0;2;20/02/2022;1;2/20/2022;100000;1;5;1
2;0;2;20/02/2022;1;3/29/2022;100000;1;5;1
2;0;2;20/02/2022;1;2/26/2022;100000;1;5;1
2;0;2;20/02/2022;2;2/20/2022;160000;1;2;0
1;0;1;20/02/2022;3;2/20/2022;110000;1;2;1
2;0;2;20/02/2022;1;2/21/2022;100000;1;5;0
2;0;2;20/02/2022;2;2/22/2022;160000;2;2;1
2;0;2;20/02/2022;2;2/21/2022;160000;2;2;1
2;0;2;20/02/2022;1;2/27/2022;100000;1;4;1
1;0;1;20/02/2022;2;2/20/2022;160000;1;2;0
2;0;2;20/02/2022;1;2/21/2022;100000;1;2;0
1;0;1;20/02/2022;2;2/20/2022;160000;1;1;1
4;0;4;20/02/2022;2;2/22/2022;160000;1;2;1
2;0;2;20/02/2022;2;2/20/2022;160000;1;5;1
2;0;2;20/02/2022;2;2/20/2022;160000;1;5;1
2;0;2;20/02/2022;1;03/01/2022;100000;1;5;1
2;2;2;20/02/2022;1;03/12/2022;100000;1;5;1
2;0;2;20/02/2022;1;3/19/2022;100000;1;5;1
2;0;2;20/02/2022;2;2/22/2022;160000;1;5;1
2;0;2;20/02/2022;1;2/24/2022;163000;1;5;1
2;0;2;20/02/2022;2;08/06/2022;160000;1;5;0
1;0;1;20/02/2022;1;03/02/2022;100000;1;5;0
4;0;4;20/02/2022;2;2/20/2022;160000;1;2;1
2;0;2;20/02/2022;2;03/10/2022;160000;1;4;1
1;0;1;20/02/2022;2;2/23/2022;160000;2;2;0
3;0;2;20/02/2022;1;5/20/2022;100000;1;5;0
3;1;3;20/02/2022;2;2/27/2022;160000;1;5;1
1;0;1;20/02/2022;1;05/05/2022;100000;1;5;1
2;0;2;20/02/2022;1;2/21/2022;100000;1;5;1
3;0;3;20/02/2022;2;2/21/2022;160000;2;2;1
2;0;2;20/02/2022;1;2/24/2022;100000;1;5;1
2;0;2;20/02/2022;2;2/22/2022;160000;1;5;1
2;0;2;20/02/2022;3;2/23/2022;110000;1;5;1
1;0;1;20/02/2022;2;3/17/2022;160000;1;5;0
1;0;1;20/02/2022;3;03/05/2022;110000;1;5;0
1;0;1;20/02/2022;2;03/04/2022;160000;1;5;0
6;0;6;20/02/2022;1;2/26/2022;163000;1;5;1
2;4;2;20/02/2022;1;2/26/2022;163000;1;5;1
2;0;2;20/02/2022;1;2/25/2022;163000;1;5;1
2;1;2;20/02/2022;1;04/09/2022;100000;1;5;1
2;0;2;20/02/2022;1;2/26/2022;100000;1;5;1
4;0;4;20/02/2022;1;2/26/2022;100000;1;2;1
2;0;2;20/02/2022;2;2/21/2022;160000;1;2;1
4;0;4;20/02/2022;1;03/10/2022;163000;1;4;1
1;0;1;20/02/2022;1;4/26/2022;100000;1;5;0
1;0;1;20/02/2022;2;4/27/2022;160000;1;5;0
2;0;2;20/02/2022;1;2/26/2022;100000;1;5;1
1;0;1;20/02/2022;1;2/21/2022;100000;1;5;0
2;0;2;20/02/2022;2;03/11/2022;160000;1;2;1
2;0;2;20/02/2022;2;2/21/2022;160000;1;2;1
2;0;2;20/02/2022;2;2/28/2022;160000;1;2;0
3;0;3;20/02/2022;2;2/21/2022;160000;1;2;1
3;0;3;20/02/2022;1;2/26/2022;163000;1;2;1
4;0;4;20/02/2022;1;2/26/2022;100000;1;2;1
2;0;2;20/02/2022;2;2/26/2022;160000;1;2;1
2;0;2;20/02/2022;1;3/16/2022;100000;1;5;1
2;0;2;20/02/2022;1;2/22/2022;100000;1;5;0
2;0;2;20/02/2022;1;2/22/2022;100000;1;5;1
2;0;2;20/02/2022;1;4/14/2022;163000;1;5;0
2;0;2;20/02/2022;3;4/16/2022;110000;1;5;0
2;0;2;20/02/2022;2;4/15/2022;160000;1;5;1
3;0;3;20/02/2022;1;2/26/2022;100000;1;5;1
2;0;2;20/02/2022;1;2/23/2022;100000;1;5;1
3;0;3;20/02/2022;1;4/15/2022;100000;1;5;1
3;0;3;20/02/2022;1;2/26/2022;163000;1;5;1
2;0;2;20/02/2022;1;03/06/2022;100000;1;5;1
4;0;4;20/02/2022;1;2/26/2022;163000;1;5;1
2;0;2;20/02/2022;1;03/02/2022;100000;1;5;0
4;0;4;20/02/2022;3;2/26/2022;110000;1;5;1
4;0;4;20/02/2022;1;2/21/2022;100000;1;5;1
2;0;2;20/02/2022;1;2/22/2022;100000;1;5;1
4;0;4;20/02/2022;2;2/26/2022;160000;1;5;0
2;0;2;20/02/2022;1;04/06/2022;100000;1;5;0
4;0;4;20/02/2022;1;04/05/2022;100000;1;5;0
3;0;3;20/02/2022;1;2/27/2022;100000;1;5;0
2;0;2;20/02/2022;1;2/22/2022;100000;1;5;1
2;0;2;20/02/2022;1;10/11/2022;100000;1;5;1
2;0;2;20/02/2022;2;2/21/2022;160000;1;4;1
1;0;1;20/02/2022;2;2/26/2022;160000;1;4;0
2;0;2;20/02/2022;1;03/05/2022;100000;1;5;1
2;0;2;20/02/2022;1;2/25/2022;163000;1;5;1
2;0;2;20/02/2022;1;04/03/2022;100000;1;5;0
2;0;2;20/02/2022;1;2/21/2022;100000;1;5;1
5;1;5;20/02/2022;1;4/19/2022;100000;1;5;1
3;0;3;20/02/2022;1;2/26/2022;163000;1;5;1
1;0;1;20/02/2022;1;2/21/2022;100000;1;5;1
5;0;5;20/02/2022;1;2/21/2022;100000;1;5;1
2;0;2;20/02/2022;2;2/21/2022;160000;2;2;1
2;0;2;21/02/2022;2;06/10/2022;160000;1;2;1
2;0;2;21/02/2022;2;2/25/2022;160000;1;2;0
1;0;1;21/02/2022;1;2/21/2022;100000;1;2;0
2;0;2;20/02/2022;1;3/22/2022;100000;1;5;0
1;0;1;20/02/2022;1;03/06/2022;100000;1;5;0
1;0;1;20/02/2022;2;03/08/2022;160000;1;5;0
3;0;3;20/02/2022;1;2/25/2022;163000;1;5;1
2;0;2;20/02/2022;1;03/01/2022;100000;1;5;0
1;0;1;21/02/2022;1;2/25/2022;163000;1;5;0
2;0;2;21/02/2022;3;3/26/2022;110000;1;5;0
2;0;2;21/02/2022;2;3/26/2022;160000;1;5;0
1;0;1;21/02/2022;1;2/26/2022;100000;1;5;0
1;0;1;21/02/2022;2;2/26/2022;160000;1;5;0
1;0;1;21/02/2022;1;3/19/2022;100000;1;5;0
1;0;1;21/02/2022;2;3/21/2022;160000;1;5;0
3;0;3;21/02/2022;1;3/22/2022;100000;1;5;1
2;0;2;21/02/2022;3;03/09/2022;110000;1;5;0
2;0;2;21/02/2022;1;4/16/2022;163000;1;5;1
2;0;2;21/02/2022;1;03/06/2022;103000;2;2;1
1;0;2;21/02/2022;2;2/21/2022;160000;1;2;1
1;0;1;21/02/2022;2;2/21/2022;160000;1;2;1
2;0;2;21/02/2022;3;2/23/2022;110000;1;2;1
2;1;2;21/02/2022;1;3/13/2022;100000;1;5;0
2;1;2;21/02/2022;2;3/14/2022;160000;1;5;0
2;1;2;21/02/2022;3;3/16/2022;110000;1;5;0
2;0;2;21/02/2022;2;2/23/2022;160000;1;5;1
2;0;2;21/02/2022;1;2/26/2022;163000;1;5;1
2;0;2;21/02/2022;1;03/12/2022;100000;1;5;0
2;0;2;21/02/2022;1;2/27/2022;100000;1;5;1
1;0;1;21/02/2022;2;2/21/2022;160000;1;5;1
2;0;2;21/02/2022;1;2/21/2022;100000;1;5;1
4;0;3;21/02/2022;2;2/21/2022;160000;1;2;1
2;0;2;21/02/2022;2;2/21/2022;160000;1;2;1
2;0;2;21/02/2022;2;2/24/2022;160000;1;2;0
4;0;4;21/02/2022;1;2/27/2022;100000;1;5;1
2;0;2;21/02/2022;1;2/28/2022;100000;1;5;1
3;0;3;21/02/2022;1;2/22/2022;100000;1;5;1
2;2;2;21/02/2022;1;2/26/2022;100000;1;5;1
2;0;2;21/02/2022;2;2/21/2022;160000;1;5;1
2;0;2;21/02/2022;1;2/22/2022;100000;1;5;1
2;0;2;21/02/2022;3;2/25/2022;110000;1;5;1
1;0;1;21/02/2022;1;2/22/2022;100000;1;5;1
4;0;4;21/02/2022;1;2/25/2022;163000;1;5;1
2;0;2;21/02/2022;1;03/07/2022;100000;1;5;0
3;0;3;21/02/2022;2;03/07/2022;160000;1;2;0
4;0;4;21/02/2022;2;4/13/2022;160000;1;2;0
2;0;2;21/02/2022;1;3/18/2022;100000;1;5;1
6;0;6;21/02/2022;1;3/18/2022;163000;1;5;0
2;0;2;21/02/2022;3;2/23/2022;110000;1;5;1
2;2;2;21/02/2022;1;03/01/2022;100000;1;5;0
2;1;2;21/02/2022;1;03/01/2022;100000;1;5;0
2;0;2;21/02/2022;2;2/25/2022;160000;1;5;1
1;0;1;21/02/2022;2;2/22/2022;160000;1;5;1
4;0;4;21/02/2022;2;4/16/2022;160000;1;2;1
2;0;2;21/02/2022;2;2/21/2022;160000;1;2;1
1;0;1;21/02/2022;1;03/04/2022;163000;1;5;1
1;0;1;21/02/2022;1;2/23/2022;100000;1;5;0
1;0;1;21/02/2022;3;2/25/2022;110000;1;5;1
2;0;2;21/02/2022;1;2/27/2022;100000;1;5;1
2;0;2;21/02/2022;1;4/26/2022;100000;1;5;0
2;0;2;21/02/2022;1;04/02/2022;100000;1;5;1
1;0;1;21/02/2022;2;2/21/2022;160000;1;2;1
2;0;2;21/02/2022;1;03/09/2022;100000;1;5;0
1;0;1;21/02/2022;1;2/22/2022;100000;1;5;0
2;0;2;21/02/2022;1;2/27/2022;100000;1;5;1
2;0;2;21/02/2022;1;04/10/2022;100000;1;5;1
1;0;1;21/02/2022;2;2/21/2022;160000;2;1;1
4;0;4;21/02/2022;2;2/21/2022;160000;1;1;1
1;0;1;21/02/2022;2;2/26/2022;160000;1;2;1
4;0;2;21/02/2022;1;2/27/2022;100000;1;2;1
2;0;2;21/02/2022;1;2/25/2022;163000;1;5;1
1;0;1;21/02/2022;1;03/04/2022;100000;1;5;1
2;0;2;21/02/2022;2;2/22/2022;160000;1;5;1
1;0;1;21/02/2022;1;04/01/2022;163000;1;5;0
2;0;2;21/02/2022;1;03/04/2022;163000;1;5;1
2;0;2;21/02/2022;1;3/19/2022;100000;1;5;1
2;0;2;21/02/2022;1;2/28/2022;100000;1;5;1
2;1;2;21/02/2022;3;2/26/2022;110000;1;5;1
2;0;2;21/02/2022;1;2/22/2022;100000;1;5;1
2;0;2;21/02/2022;1;2/22/2022;100000;1;5;1
2;0;2;21/02/2022;1;2/28/2022;100000;1;5;1
6;0;6;21/02/2022;1;2/26/2022;100000;1;2;1
1;0;1;21/02/2022;1;2/26/2022;100000;1;2;1
5;0;5;21/02/2022;1;03/09/2022;100000;1;4;1
4;0;4;21/02/2022;2;2/24/2022;160000;2;2;0
1;0;1;21/02/2022;1;2/22/2022;100000;1;2;1
4;0;4;21/02/2022;2;2/24/2022;160000;2;2;1
4;0;4;21/02/2022;1;2/22/2022;100000;1;2;1
2;0;2;21/02/2022;2;2/23/2022;160000;2;2;0
2;0;2;21/02/2022;1;2/26/2022;100000;1;2;1
5;0;5;21/02/2022;1;2/26/2022;100000;1;2;1
6;0;5;21/02/2022;2;2/22/2022;160000;1;2;1
3;0;3;21/02/2022;1;2/25/2022;100000;1;5;0
1;0;1;21/02/2022;1;03/07/2022;100000;1;5;0
1;0;1;21/02/2022;1;4/25/2022;103000;2;5;0
2;0;2;21/02/2022;1;2/26/2022;100000;1;5;1
2;0;2;21/02/2022;1;03/12/2022;100000;1;5;1
2;0;2;21/02/2022;1;10/09/2022;100000;1;5;0
4;0;4;21/02/2022;2;03/05/2022;160000;1;5;0
1;0;1;21/02/2022;2;3/22/2022;160000;1;5;0
2;0;2;21/02/2022;1;4/14/2022;163000;1;5;1
6;0;6;21/02/2022;2;2/27/2022;160000;1;5;0
3;0;3;21/02/2022;1;2/26/2022;100000;1;5;1
2;0;2;21/02/2022;1;2/25/2022;100000;1;5;1
2;0;2;21/02/2022;1;2/25/2022;100000;1;5;1
2;0;2;21/02/2022;1;2/25/2022;100000;1;5;0
2;0;2;21/02/2022;2;2/26/2022;160000;1;5;1
1;0;1;21/02/2022;2;03/05/2022;160000;1;5;0
2;0;2;21/02/2022;1;2/22/2022;100000;1;5;1
3;0;2;21/02/2022;1;2/25/2022;100000;1;5;1
4;0;4;21/02/2022;1;2/24/2022;163000;1;5;0
4;0;4;21/02/2022;2;2/25/2022;160000;1;5;0
4;0;4;21/02/2022;3;2/26/2022;110000;1;5;0
2;0;2;21/02/2022;1;2/25/2022;100000;1;5;1
1;0;1;21/02/2022;1;2/23/2022;100000;1;5;1
3;0;3;21/02/2022;1;2/26/2022;163000;1;5;1
2;0;2;21/02/2022;1;06/09/2022;100000;1;5;1
2;0;2;21/02/2022;2;06/09/2022;160000;1;5;0
2;0;2;21/02/2022;3;06/11/2022;110000;1;5;0
4;0;4;21/02/2022;2;2/26/2022;160000;1;2;1
2;0;2;21/02/2022;3;03/11/2022;110000;1;2;1
2;0;2;22/02/2022;1;2/22/2022;100000;1;2;1
2;0;2;22/02/2022;1;2/24/2022;163000;1;4;0
2;0;2;21/02/2022;1;2/24/2022;163000;1;5;1
3;1;3;21/02/2022;1;2/26/2022;100000;1;5;0
2;0;2;21/02/2022;1;2/25/2022;163000;1;5;1
1;0;1;21/02/2022;2;2/22/2022;160000;2;5;0
2;0;2;21/02/2022;1;2/23/2022;100000;1;5;1
3;0;3;21/02/2022;2;2/22/2022;160000;1;5;1
2;0;2;21/02/2022;1;3/13/2022;100000;1;5;1
2;0;2;21/02/2022;1;2/25/2022;100000;1;5;1
2;0;2;21/02/2022;2;2/25/2022;160000;1;5;1
2;0;2;21/02/2022;1;2/26/2022;163000;1;5;1
2;0;2;21/02/2022;1;2/25/2022;163000;1;5;1
3;0;2;21/02/2022;1;3/22/2022;100000;1;5;1
2;0;2;21/02/2022;1;2/25/2022;100000;1;5;1
2;0;2;21/02/2022;1;2/26/2022;163000;1;5;1
6;0;6;21/02/2022;1;3/26/2022;100000;1;5;0
2;0;2;21/02/2022;2;2/22/2022;160000;1;5;1
2;1;2;21/02/2022;1;05/04/2022;100000;1;5;0
2;1;2;21/02/2022;2;05/05/2022;160000;1;5;0
1;0;1;21/02/2022;1;3/19/2022;100000;1;5;1
4;0;4;21/02/2022;1;4/15/2022;163000;1;5;1
4;0;4;21/02/2022;2;4/16/2022;160000;1;5;1
1;0;1;22/02/2022;1;03/05/2022;100000;1;5;0
1;0;1;22/02/2022;2;03/06/2022;160000;1;5;0
1;0;1;22/02/2022;3;03/09/2022;110000;1;5;0
2;0;2;22/02/2022;1;04/03/2022;100000;1;5;1
3;0;3;22/02/2022;1;4/17/2022;100000;1;5;1
2;0;2;22/02/2022;1;3/21/2022;100000;1;5;1
2;0;3;22/02/2022;1;3/17/2022;163000;1;5;1
3;0;3;22/02/2022;2;4/17/2022;160000;1;5;1
6;0;6;22/02/2022;2;5/23/2022;160000;1;5;0
4;0;4;22/02/2022;1;03/09/2022;100000;1;5;0
1;0;1;22/02/2022;2;2/22/2022;160000;2;2;1
2;0;2;22/02/2022;1;2/22/2022;100000;1;2;1
1;0;1;22/02/2022;2;3/15/2022;160000;2;2;0
2;0;2;22/02/2022;2;2/23/2022;160000;1;2;0
2;0;2;22/02/2022;3;2/23/2022;110000;1;1;0
2;0;2;22/02/2022;1;2/24/2022;100000;1;1;0
2;0;2;22/02/2022;1;2/25/2022;163000;1;5;1
2;0;2;22/02/2022;1;2/24/2022;100000;1;2;0
2;0;2;22/02/2022;1;2/23/2022;103000;2;5;1
1;0;1;22/02/2022;2;03/05/2022;160000;1;5;0
1;0;1;22/02/2022;1;2/22/2022;100000;1;1;1
2;0;2;22/02/2022;3;2/25/2022;110000;1;2;1
1;0;1;22/02/2022;2;03/01/2022;160000;2;2;1
2;0;2;22/02/2022;2;2/22/2022;160000;1;2;1
1;0;1;22/02/2022;1;05/09/2022;103000;2;5;0
1;0;1;22/02/2022;2;05/10/2022;160000;2;5;0
2;0;2;22/02/2022;2;2/22/2022;160000;1;5;1
3;0;3;22/02/2022;1;2/25/2022;163000;1;5;1
1;0;1;22/02/2022;1;2/26/2022;100000;1;5;1
1;0;1;22/02/2022;1;2/23/2022;103000;2;5;0
1;0;1;22/02/2022;3;03/02/2022;110000;1;5;0
2;0;2;22/02/2022;2;03/10/2022;160000;1;5;1
2;0;2;22/02/2022;1;03/11/2022;100000;1;5;1
2;0;2;22/02/2022;2;2/22/2022;160000;1;1;1
1;0;1;22/02/2022;2;2/22/2022;160000;2;2;1
1;0;1;22/02/2022;2;2/22/2022;160000;2;2;1
4;0;4;22/02/2022;1;2/27/2022;100000;1;5;1
3;0;3;22/02/2022;1;2/25/2022;163000;1;5;1
2;0;2;22/02/2022;1;2/25/2022;163000;1;5;0
1;0;1;22/02/2022;1;2/24/2022;100000;1;5;1
2;0;2;22/02/2022;1;3/30/2022;100000;1;5;1
2;0;2;22/02/2022;1;03/05/2022;100000;1;5;1
4;0;4;22/02/2022;2;2/27/2022;160000;1;5;1
2;0;2;22/02/2022;1;2/26/2022;100000;1;5;1
1;0;1;22/02/2022;1;2/27/2022;100000;1;5;0
2;0;2;22/02/2022;3;7/22/2022;110000;1;5;0
4;0;4;22/02/2022;2;2/22/2022;160000;1;2;1
1;0;1;22/02/2022;2;2/22/2022;160000;1;2;1
2;0;2;22/02/2022;1;2/24/2022;100000;1;5;1
2;0;2;22/02/2022;2;2/24/2022;160000;1;5;1
2;0;2;22/02/2022;3;2/25/2022;110000;1;5;1
2;0;2;22/02/2022;1;04/10/2022;100000;1;5;0
2;0;2;22/02/2022;1;2/24/2022;163000;1;5;1
3;0;3;22/02/2022;2;2/26/2022;160000;1;5;1
2;0;2;22/02/2022;3;2/23/2022;110000;1;5;1
1;0;4;22/02/2022;2;2/22/2022;160000;2;1;1
1;0;1;22/02/2022;2;2/22/2022;160000;1;1;1
3;0;3;22/02/2022;2;2/23/2022;160000;1;1;1
4;0;4;22/02/2022;1;9/16/2022;103000;2;2;1
2;0;2;22/02/2022;1;2/23/2022;100000;1;4;1
2;0;2;22/02/2022;1;05/03/2022;100000;1;4;1
2;0;2;22/02/2022;1;2/23/2022;100000;1;4;0
1;0;1;22/02/2022;2;2/23/2022;160000;2;4;1
3;0;3;22/02/2022;1;2/23/2022;100000;1;1;1
1;0;1;22/02/2022;1;2/23/2022;100000;1;5;1
2;0;2;22/02/2022;1;03/09/2022;100000;1;5;1
2;0;2;22/02/2022;1;4/14/2022;163000;1;5;1
2;0;2;22/02/2022;2;4/15/2022;160000;1;5;1
2;0;2;22/02/2022;3;4/15/2022;110000;1;5;1
5;0;5;22/02/2022;1;03/10/2022;100000;1;5;1
1;0;1;22/02/2022;3;03/11/2022;110000;1;5;0
2;0;2;22/02/2022;2;2/23/2022;160000;1;5;1
1;0;1;22/02/2022;1;2/24/2022;100000;1;5;0
1;0;1;22/02/2022;1;2/25/2022;100000;1;5;1
5;0;5;22/02/2022;1;2/26/2022;100000;1;5;1
4;0;4;22/02/2022;1;2/23/2022;100000;1;5;1
4;0;4;22/02/2022;3;03/11/2022;110000;1;5;1
4;0;4;22/02/2022;1;03/11/2022;163000;1;5;1
2;0;2;22/02/2022;1;05/04/2022;100000;1;5;1
1;0;1;22/02/2022;1;3/22/2022;100000;1;5;0
1;0;1;22/02/2022;3;3/23/2022;110000;1;5;0
2;0;2;22/02/2022;2;2/23/2022;160000;1;5;1
1;0;1;22/02/2022;1;2/23/2022;100000;1;5;1
2;0;2;22/02/2022;1;2/26/2022;163000;1;5;1
2;0;2;22/02/2022;1;2/23/2022;100000;1;5;1
5;0;5;22/02/2022;2;2/27/2022;160000;1;5;1
2;0;1;22/02/2022;2;2/23/2022;160000;1;5;1
3;0;3;22/02/2022;1;03/04/2022;100000;1;5;0
2;0;2;22/02/2022;1;2/25/2022;100000;1;5;1
